Unnamed: 0,Well,Site,GT_label,GT_Cell_id,Unique_ID,GT_x,GT_y,GT_colorR,GT_colorG,GT_colorB,GT_Shape,GT_dist_toInit_state,GT_initial_state,PositionOnRegressionPlaneX,PositionOnRegressionPlaneY,CP_ImagerNumber,CP_ObjectNumber,CP_x,CP_y,VAE_x_coord,VAE_y_coord,VAE_z_coord
3705,D03,9,2,11,CellProcess_2_D03_09_id11.tiff,842,499,0.926755,0.415055,0.4883,0.122075,0.4895497976343758,red,0.5849449999999999,0.926755,213,18,841.0,501.0,-2.1654317,1.2273139,0.8398201
3706,D03,9,2,12,CellProcess_2_D03_09_id12.tiff,886,737,0.8808370000000001,0.675257,0.794421,0.198605,0.7964533078777406,red,0.324743,0.8808370000000001,213,29,889.0,733.0,-1.4096111,2.1440187,1.9336922
3707,D03,9,2,13,CellProcess_2_D03_09_id13.tiff,894,589,0.875122,0.707642,0.83252,0.20813,0.8346508243427615,red,0.292358,0.875122,213,23,899.0,583.0,-0.23733518,0.94099605,0.8051279
3709,D03,9,2,15,CellProcess_2_D03_09_id15.tiff,643,578,0.118294,0.979125,0.139169,0.465208,0.1395255309855685,green,0.020875,0.118294,213,22,645.0,584.0,0.8997941,-2.1232507,1.6541877
3710,D03,9,2,16,CellProcess_2_D03_09_id16.tiff,692,449,0.942787,0.324206,0.381419,0.095355,0.3823950957750985,red,0.675794,0.942787,213,15,692.0,451.0,-3.1882718,1.1240025,0.37361333
3711,D03,9,2,17,CellProcess_2_D03_09_id17.tiff,795,632,0.93505,0.36805,0.432999,0.10825,0.43410825798829533,red,0.63195,0.93505,213,26,793.0,633.0,-2.5320835,1.0191492,-0.6601808
3712,D03,9,2,18,CellProcess_2_D03_09_id18.tiff,365,40,0.269096,0.952513,0.316583,0.420854,0.3173937140602492,green,0.047487,0.269096,213,1,369.0,46.0,0.70424646,-1.3812248,1.213671
3713,D03,9,2,19,CellProcess_2_D03_09_id19.tiff,228,319,0.053127,0.990625,0.062502,0.484374,0.06266225567536654,green,0.009375,0.053127,213,9,222.0,305.0,1.9188263,-3.0461774,1.26416
3714,D03,9,2,21,CellProcess_2_D03_09_id21.tiff,907,341,0.916066,0.4756260000000001,0.5595600000000001,0.13989,0.5609921866972993,red,0.524374,0.916066,213,12,906.0,343.0,-1.8578106,2.677946,-0.2973364
3715,D03,9,2,22,CellProcess_2_D03_09_id22.tiff,849,274,0.969651,0.17198,0.202329,0.050582,0.20284718820134964,red,0.8280200000000001,0.969651,213,8,849.0,273.0,-3.2788906,-0.9204216,-0.728357
3716,D03,9,2,23,CellProcess_2_D03_09_id23.tiff,372,197,0.04139,0.992696,0.048695,0.487826,0.048818725873574484,green,0.0073040000000000015,0.04139,213,6,371.0,198.0,2.131398,-2.3383586,2.1278045
3717,D03,9,2,24,CellProcess_2_D03_09_id24.tiff,113,557,0.590078,0.895869,0.69421,0.326448,0.6959861487997677,green,0.104131,0.590078,213,21,112.0,554.0,2.0389192,0.91146857,0.76966125
3718,D03,9,2,25,CellProcess_2_D03_09_id25.tiff,832,832,0.5533899999999999,0.902343,0.651046,0.33723800000000004,0.6527133936093648,green,0.097657,0.5533899999999999,213,32,828.0,827.0,3.092351,0.49464834,0.81851727
3720,D03,9,2,27,CellProcess_2_D03_09_id27.tiff,158,658,0.862238,0.780652,0.918415,0.229604,0.9207647631426376,red,0.219348,0.862238,213,27,158.0,655.0,-0.28712833,1.908374,0.83176523
3721,D03,9,2,28,CellProcess_2_D03_09_id28.tiff,752,793,0.999216,0.004442,0.005226,0.001306,0.005239281681985705,red,0.995558,0.999216,213,31,751.0,793.0,-3.0829272,-4.989923,0.17217824
3722,D03,9,2,29,CellProcess_2_D03_09_id29.tiff,124,96,0.872865,0.720431,0.8475659999999999,0.211892,0.8497352401880298,red,0.279569,0.872865,213,4,125.0,99.0,-1.6891001,0.75330144,1.4120744
3699,D03,9,2,3,CellProcess_2_D03_09_id3.tiff,537,411,0.494687,0.912702,0.5819840000000001,0.354504,0.5834743476988954,green,0.087298,0.494687,213,13,541.0,422.0,-0.29132685,0.119664624,1.6694938
3723,D03,9,2,30,CellProcess_2_D03_09_id30.tiff,786,331,0.904323,0.542168,0.637844,0.159461,0.6394773206578388,red,0.457832,0.904323,213,11,784.0,333.0,-1.6377329,2.6763299,-0.6948494
3724,D03,9,2,31,CellProcess_2_D03_09_id31.tiff,260,852,0.524771,0.907393,0.6173770000000001,0.345656,0.6189578885317985,green,0.092607,0.524771,213,34,265.0,847.0,0.7948794,0.21572173,0.9407986
3725,D03,9,2,33,CellProcess_2_D03_09_id33.tiff,103,685,0.6675810000000001,0.882192,0.785389,0.303653,0.7873995228491092,green,0.117808,0.6675810000000001,213,28,102.0,681.0,0.7915319,1.7380408,1.1317679
3726,D03,9,2,34,CellProcess_2_D03_09_id34.tiff,706,235,0.961555,0.217855,0.2563,0.064075,0.2569559965875292,red,0.782145,0.961555,213,7,706.0,233.0,-3.0458317,-0.72261673,-0.6222034
3727,D03,9,2,35,CellProcess_2_D03_09_id35.tiff,270,496,0.782981,0.861827,0.921154,0.26971100000000003,0.9235117761377598,green,0.138173,0.782981,213,16,270.0,490.0,2.0942094,2.8720987,1.1500248
3728,D03,9,2,36,CellProcess_2_D03_09_id36.tiff,627,424,0.935471,0.365662,0.43019,0.107548,0.4312917386880378,red,0.634338,0.935471,213,14,627.0,423.0,-2.3243802,0.18843932,-0.33441547
3730,D03,9,2,38,CellProcess_2_D03_09_id38.tiff,442,841,0.030086,0.994691,0.035395,0.491151,0.03548582855409865,green,0.005309,0.030086,213,33,445.0,831.0,4.1235447,-1.4444383,2.9274874
3731,D03,9,2,39,CellProcess_2_D03_09_id39.tiff,224,618,0.921474,0.44498,0.523506,0.130876,0.5248458127430317,red,0.55502,0.921474,213,25,224.0,615.0,-2.0931323,0.72421503,-0.6503003
3700,D03,9,2,4,CellProcess_2_D03_09_id4.tiff,554,183,0.860296,0.791658,0.931362,0.232841,0.9337460917843391,red,0.208342,0.860296,213,5,552.0,176.0,1.1721988,3.0685298,0.35740954
3732,D03,9,2,40,CellProcess_2_D03_09_id40.tiff,634,498,0.8517020000000001,0.840355,0.988653,0.247163,0.9911833976687195,red,0.159645,0.8517020000000001,213,17,638.0,502.0,-0.897833,0.412804,1.0586548
3701,D03,9,2,5,CellProcess_2_D03_09_id5.tiff,689,326,0.253004,0.955352,0.297651,0.425587,0.29841364810483584,green,0.044648,0.253004,213,10,688.0,320.0,1.4481235,-0.9370481,1.641529
3702,D03,9,2,6,CellProcess_2_D03_09_id6.tiff,205,73,0.945447,0.309132,0.363684,0.090921,0.36461561162771816,red,0.690868,0.945447,213,2,204.0,73.0,-3.3378408,1.1595578,-0.4100053
3703,D03,9,2,8,CellProcess_2_D03_09_id8.tiff,665,750,0.208424,0.963219,0.245204,0.438699,0.2458323635759381,green,0.036781,0.208424,213,30,659.0,758.0,2.3138883,-0.22312088,2.7909365
3704,D03,9,2,9,CellProcess_2_D03_09_id9.tiff,607,89,0.289061,0.948989,0.340071,0.414982,0.3409422215548518,green,0.051011,0.289061,213,3,608.0,87.0,0.48537272,-0.10012026,2.197738
6477,D04,1,2,17,CellProcess_2_D04_01_id17.tiff,587,257,0.532018,0.906115,0.625903,0.343524,0.6275054146625955,green,0.093885,0.532018,22,10,584.0,259.0,0.29741263,0.85437024,1.9003718
6478,D04,1,2,18,CellProcess_2_D04_01_id18.tiff,524,818,0.359125,0.936625,0.4225,0.394375,0.4235813833719512,green,0.063375,0.359125,22,30,528.0,815.0,1.3920977,-0.9834529,0.8034504
6492,D04,1,2,34,CellProcess_2_D04_01_id34.tiff,453,426,0.33536900000000003,0.940817,0.394551,0.401362,0.3955616624213553,green,0.05918300000000001,0.33536900000000003,22,17,455.0,427.0,0.31546345,-0.38400215,1.8565032
6467,D04,1,2,5,CellProcess_2_D04_01_id5.tiff,235,320,0.12092,0.978661,0.142259,0.464435,0.142622968799482,green,0.021339,0.12092,22,13,243.0,338.0,1.293396,-1.7547934,2.3240123
6468,D04,1,2,6,CellProcess_2_D04_01_id6.tiff,802,805,0.917834,0.465608,0.547774,0.136943,0.5491761147805614,red,0.534392,0.917834,22,28,805.0,803.0,-1.5795664,0.43848503,0.31338713
6469,D04,1,2,7,CellProcess_2_D04_01_id7.tiff,176,52,0.951075,0.277242,0.326167,0.08154199999999999,0.3270018673848015,red,0.722758,0.951075,22,2,176.0,51.0,-2.6947134,1.2597022,-0.6213853
6497,D04,2,2,2,CellProcess_2_D04_02_id2.tiff,641,466,0.8593799999999999,0.796844,0.937464,0.234366,0.9398630503741908,red,0.203156,0.8593799999999999,46,19,636.0,466.0,-0.10514707,2.1833682,1.698149
6515,D04,2,2,20,CellProcess_2_D04_02_id20.tiff,103,731,0.8694870000000001,0.739576,0.8700889999999999,0.217522,0.8723163114209397,red,0.260424,0.8694870000000001,46,28,100.0,728.0,0.3267531,3.117833,2.0545642
6499,D04,2,2,4,CellProcess_2_D04_02_id4.tiff,277,755,0.399773,0.929452,0.470322,0.38242,0.471524921913106,green,0.070548,0.399773,46,29,277.0,748.0,1.0032941,-0.021675482,1.3580494
6531,D04,2,2,40,CellProcess_2_D04_02_id40.tiff,126,628,0.773989,0.8634139999999999,0.910575,0.272356,0.9129058406223036,green,0.136586,0.773989,46,24,128.0,627.0,-1.0922629,1.269064,2.3104868
6502,D04,2,2,7,CellProcess_2_D04_02_id7.tiff,840,511,0.042112,0.992569,0.049543,0.4876140000000001,0.049670228582544516,green,0.007431,0.042112,46,21,852.0,513.0,1.7293047,-2.2062705,1.9604473
6540,D04,3,2,10,CellProcess_2_D04_03_id10.tiff,374,506,0.693279,0.877657,0.8156220000000001,0.296094,0.8177098567276185,green,0.122343,0.693279,70,21,367.0,501.0,0.6277208,1.0960629,1.1563994
6542,D04,3,2,12,CellProcess_2_D04_03_id12.tiff,108,619,0.081738,0.985576,0.096162,0.475959,0.0964084080164495,green,0.014424,0.081738,70,24,110.0,616.0,2.2689466,-2.0170615,1.5792999
6546,D04,3,2,18,CellProcess_2_D04_03_id18.tiff,718,748,0.78673,0.861165,0.925565,0.26860900000000004,0.9279337363353918,green,0.138835,0.78673,70,31,720.0,749.0,0.10021629,1.8607548,1.0504553
6550,D04,3,2,22,CellProcess_2_D04_03_id22.tiff,225,663,0.695199,0.877318,0.8178810000000001,0.29553,0.8199744973089583,green,0.122682,0.695199,70,26,223.0,675.0,0.8015446,1.1945378,3.092682
6551,D04,3,2,23,CellProcess_2_D04_03_id23.tiff,91,369,0.963665,0.205896,0.242231,0.060558,0.24285065746080076,red,0.794104,0.963665,70,12,90.0,366.0,-3.618254,-0.0004516095,-0.76234186
6552,D04,3,2,24,CellProcess_2_D04_03_id24.tiff,209,400,0.663818,0.882856,0.7809619999999999,0.304759,0.7829611448988141,green,0.117144,0.663818,70,16,209.0,396.0,-1.690874,0.49259603,2.266201
6553,D04,3,2,25,CellProcess_2_D04_03_id25.tiff,512,68,0.374878,0.933845,0.441033,0.389742,0.4421617712494376,green,0.06615499999999999,0.374878,70,1,516.0,59.0,1.9142028,-0.8203834,0.5923402
6567,D04,3,2,40,CellProcess_2_D04_03_id40.tiff,541,147,0.766447,0.8647450000000001,0.901702,0.274575,0.9040101773918872,green,0.135255,0.766447,70,3,528.0,146.0,1.047636,2.920286,1.7244947
6579,D04,4,2,13,CellProcess_2_D04_04_id13.tiff,860,825,0.60342,0.8935139999999999,0.709906,0.322523,0.711722901170321,green,0.10648599999999997,0.60342,94,34,861.0,830.0,-0.08123831,0.7595182,2.7728877
6585,D04,4,2,19,CellProcess_2_D04_04_id19.tiff,497,493,0.783738,0.861693,0.922044,0.269489,0.9244047269401984,green,0.138307,0.783738,94,19,498.0,488.0,0.024669446,1.926785,0.8183165
6587,D04,4,2,21,CellProcess_2_D04_04_id21.tiff,297,362,0.88031,0.678244,0.797934,0.199483,0.7999763961162423,red,0.321756,0.88031,94,12,298.0,367.0,-1.4172958,1.3339058,2.327804
6592,D04,4,2,27,CellProcess_2_D04_04_id27.tiff,778,688,0.837226,0.8522540000000001,0.984972,0.253757,0.9874928348957792,green,0.14774600000000002,0.837226,94,28,779.0,690.0,-0.12689072,1.564648,0.95752925
6594,D04,4,2,29,CellProcess_2_D04_04_id29.tiff,501,666,0.246623,0.956478,0.290145,0.427464,0.2908873869338563,green,0.043522000000000005,0.246623,94,27,506.0,667.0,-0.13272336,-1.9674779,1.7562358
6597,D04,4,2,32,CellProcess_2_D04_04_id32.tiff,624,715,0.90989,0.510621,0.600731,0.15018299999999998,0.6022682336471423,red,0.489379,0.90989,94,31,626.0,719.0,-2.0403998,1.5720683,1.3971205
6574,D04,4,2,8,CellProcess_2_D04_04_id8.tiff,631,326,0.911383,0.502162,0.590778,0.147695,0.5922909500301133,red,0.497838,0.911383,94,11,632.0,324.0,-1.4618905,3.1313841,0.25226966
6672,D04,6,2,37,CellProcess_2_D04_06_id37.tiff,912,774,0.645584,0.886073,0.7595109999999999,0.31012199999999995,0.7614546290359758,green,0.113927,0.645584,142,28,917.0,771.0,-1.0180483,0.49502623,1.409745
6690,D04,7,2,19,CellProcess_2_D04_07_id19.tiff,684,638,0.953721,0.262245,0.308523,0.07713099999999999,0.3093132864503514,red,0.737755,0.953721,166,26,684.0,637.0,-3.175711,0.42545265,-0.3866979
6696,D04,7,2,26,CellProcess_2_D04_07_id26.tiff,840,220,0.8738819999999999,0.7146710000000001,0.8407889999999999,0.210197,0.8429413184439073,red,0.285329,0.8738819999999999,166,11,842.0,223.0,-0.62761503,2.4729054,0.7979624
6701,D04,7,2,31,CellProcess_2_D04_07_id31.tiff,49,511,0.923962,0.430884,0.506922,0.12673099999999998,0.5082197430071554,red,0.569116,0.923962,166,24,50.0,510.0,-2.0912101,1.3993874,-0.050142027
6705,D04,7,2,35,CellProcess_2_D04_07_id35.tiff,74,129,0.874792,0.709512,0.83472,0.20868,0.8368564552147574,red,0.290488,0.874792,166,5,76.0,130.0,-2.1753688,1.1172415,2.2235403
6707,D04,7,2,37,CellProcess_2_D04_07_id37.tiff,905,620,0.95839,0.235789,0.277398,0.06935,0.2781088579092006,red,0.764211,0.95839,166,25,905.0,619.0,-2.9991786,-0.19579883,-0.44106025
6741,D04,8,2,37,CellProcess_2_D04_08_id37.tiff,392,196,0.909618,0.5121640000000001,0.602546,0.150637,0.6040881146169206,red,0.487836,0.909618,190,8,397.0,193.0,-1.1568673,1.5517797,-0.101436645
6768,D04,9,2,33,CellProcess_2_D04_09_id33.tiff,814,905,0.714639,0.8738870000000001,0.840751,0.289812,0.8429037056415779,green,0.126113,0.714639,214,30,811.0,903.0,2.5990498,3.074702,0.96570975
6749,D04,9,2,7,CellProcess_2_D04_09_id7.tiff,495,208,0.8615940000000001,0.7843,0.922706,0.230676,0.9250675600615637,red,0.2157,0.8615940000000001,214,5,495.0,208.0,-0.10869,3.3062873,1.740627
6798,D05,1,2,27,CellProcess_2_D05_01_id27.tiff,806,773,0.919821,0.454347,0.5345260000000001,0.133632,0.5358940182927565,red,0.5456529999999999,0.919821,23,31,805.0,769.0,-0.9828478,4.1260343,-0.7945078
6777,D05,1,2,3,CellProcess_2_D05_01_id3.tiff,523,466,0.942148,0.327827,0.385678,0.09642,0.3866659991908721,red,0.6721729999999999,0.942148,23,18,521.0,463.0,-2.3379993,2.3192585,-1.5376563
6780,D05,1,2,6,CellProcess_2_D05_01_id6.tiff,139,543,0.907021,0.526881,0.6198600000000001,0.15496500000000002,0.6214465237797342,red,0.473119,0.907021,23,21,137.0,544.0,-2.5373132,2.744082,1.0123314
6781,D05,1,2,7,CellProcess_2_D05_01_id7.tiff,816,446,0.980167,0.11238800000000003,0.132221,0.033055,0.1325595592669284,red,0.8876120000000001,0.980167,23,16,815.0,445.0,-3.6975567,-2.069019,0.34015438
6812,D05,2,2,4,CellProcess_2_D05_02_id4.tiff,420,41,0.874424,0.711595,0.8371700000000001,0.209293,0.8393133988174196,red,0.288405,0.874424,47,1,416.0,37.0,-1.0185498,1.4656087,-0.20928386
6860,D05,3,2,24,CellProcess_2_D05_03_id24.tiff,195,327,0.87516,0.707427,0.832268,0.208067,0.8343972238925949,red,0.292573,0.87516,71,12,197.0,329.0,-1.8302554,0.9152738,2.449335
6884,D05,4,2,13,CellProcess_2_D05_04_id13.tiff,427,895,0.953234,0.265005,0.311771,0.077943,0.3125686442055166,red,0.734995,0.953234,95,34,429.0,895.0,-2.5595143,-0.1605145,-0.42377624
6932,D05,5,2,27,CellProcess_2_D05_05_id27.tiff,162,629,0.913068,0.492613,0.579545,0.144886,0.5810281025499547,red,0.507387,0.913068,119,26,160.0,633.0,-2.9438622,1.9270847,0.4237806
6939,D05,5,2,35,CellProcess_2_D05_05_id35.tiff,828,537,0.710054,0.8746959999999999,0.835357,0.291161,0.8374958055670727,green,0.125304,0.710054,119,21,838.0,541.0,-0.055617817,0.5695082,0.8657272
6914,D05,5,2,8,CellProcess_2_D05_05_id8.tiff,800,336,0.498234,0.912076,0.586158,0.35346,0.5876579813392082,green,0.087924,0.498234,119,11,807.0,337.0,1.1889495,-0.17087118,0.7524053
6962,D05,6,2,23,CellProcess_2_D05_06_id23.tiff,94,735,0.939982,0.3401,0.400117,0.100029,0.4011418143273963,red,0.6599,0.939982,143,25,95.0,735.0,-2.5201519,0.19654854,0.20829651
6974,D05,6,2,39,CellProcess_2_D05_06_id39.tiff,164,242,0.658438,0.883805,0.774633,0.306342,0.7766156162030042,green,0.116195,0.658438,143,8,163.0,249.0,0.49821538,1.5507371,3.9238605
6947,D05,6,2,4,CellProcess_2_D05_06_id4.tiff,47,213,0.8945,0.597834,0.703334,0.175833,0.7051342686204174,red,0.402166,0.8945,143,7,46.0,212.0,-1.2827046,2.4733076,-0.21022078
6951,D05,6,2,8,CellProcess_2_D05_06_id8.tiff,715,648,0.882042,0.668427,0.786384,0.196596,0.7883975068970401,red,0.331573,0.882042,143,23,715.0,647.0,-1.1069355,1.3174269,0.70221066
6984,D05,7,2,10,CellProcess_2_D05_07_id10.tiff,882,788,0.563028,0.900642,0.662385,0.334404,0.6640812743352092,green,0.099358,0.563028,167,31,878.0,790.0,3.3580346,1.2134738,1.7189283
6987,D05,7,2,14,CellProcess_2_D05_07_id14.tiff,444,67,0.880395,0.67776,0.797365,0.199341,0.7994056100672734,red,0.32224,0.880395,167,2,441.0,65.0,-1.5905269,2.6312325,2.8619158
6989,D05,7,2,16,CellProcess_2_D05_07_id16.tiff,678,339,0.114404,0.979811,0.13459300000000002,0.466352,0.13493744197015753,green,0.020189,0.114404,167,14,674.0,328.0,2.7278492,-1.5759317,1.5975215
7029,D05,8,2,23,CellProcess_2_D05_08_id23.tiff,436,441,0.775442,0.863157,0.912285,0.271929,0.9146197463444352,green,0.13684300000000002,0.775442,191,18,428.0,446.0,-0.98688877,-0.4680103,0.5267827
7049,D05,9,2,5,CellProcess_2_D05_09_id5.tiff,905,450,0.876526,0.6996859999999999,0.82316,0.20579,0.8252668675419059,red,0.300314,0.876526,215,16,903.0,452.0,-1.5296468,0.95411366,-0.1418571
7082,D06,1,2,1,CellProcess_2_D06_01_id1.tiff,498,742,0.850828,0.845309,0.994481,0.24862,0.9970265027609929,red,0.154691,0.850828,24,28,497.0,746.0,-0.4184942,1.3952827,2.28369
7090,D06,1,2,10,CellProcess_2_D06_01_id10.tiff,645,865,0.868822,0.743341,0.874519,0.21863,0.8767571789483444,red,0.256659,0.868822,24,32,645.0,868.0,-0.095092036,2.548928,-0.04901781
7091,D06,1,2,12,CellProcess_2_D06_01_id12.tiff,46,790,0.922024,0.441865,0.519841,0.12996,0.5211716677227564,red,0.558135,0.922024,24,29,46.0,791.0,-2.0929918,1.7767359,0.24435633
7093,D06,1,2,14,CellProcess_2_D06_01_id14.tiff,571,662,0.049263,0.991307,0.057956,0.485511,0.058104714447646214,green,0.008693000000000001,0.049263,24,24,575.0,658.0,1.3705235,-3.702389,0.9619351
7094,D06,1,2,16,CellProcess_2_D06_01_id16.tiff,52,119,0.980607,0.109895,0.129288,0.032322000000000004,0.12961909939099894,red,0.8901049999999999,0.980607,24,5,51.0,119.0,-3.528164,-2.377681,0.57686526
7096,D06,1,2,18,CellProcess_2_D06_01_id18.tiff,284,282,0.85388,0.8280120000000001,0.974132,0.243533,0.9766250900537634,red,0.171988,0.85388,24,11,283.0,282.0,0.5103185,2.3184893,2.0875382
7097,D06,1,2,19,CellProcess_2_D06_01_id19.tiff,272,671,0.99298,0.039782,0.046802,0.011701,0.04692207172564981,red,0.960218,0.99298,24,25,272.0,671.0,-3.185631,-3.995918,0.64992017
7083,D06,1,2,2,CellProcess_2_D06_01_id2.tiff,244,337,0.5417649999999999,0.904394,0.637371,0.34065700000000004,0.6390020132607371,green,0.095606,0.5417649999999999,24,13,245.0,333.0,-0.38020232,0.10716518,1.7640672
7098,D06,1,2,20,CellProcess_2_D06_01_id20.tiff,148,520,0.698248,0.8767799999999999,0.821469,0.294633,0.8235707252899283,green,0.12322,0.698248,24,18,141.0,516.0,1.5548679,1.6578772,1.8603802
7100,D06,1,2,22,CellProcess_2_D06_01_id22.tiff,293,56,0.316827,0.944089,0.372737,0.406816,0.3736917355659343,green,0.055911,0.316827,24,3,298.0,56.0,0.7928616,-0.5491164,2.6587992
7101,D06,1,2,23,CellProcess_2_D06_01_id23.tiff,206,190,0.969434,0.173205,0.20377,0.050943,0.2042922195804485,red,0.8267950000000001,0.969434,24,8,206.0,190.0,-3.7046225,-0.9084302,-0.2913688
7102,D06,1,2,24,CellProcess_2_D06_01_id24.tiff,714,604,0.5777720000000001,0.89804,0.679732,0.330067,0.6814715770012294,green,0.10196,0.5777720000000001,24,21,717.0,607.0,-1.1410068,0.31807834,2.416099
7103,D06,1,2,25,CellProcess_2_D06_01_id25.tiff,820,49,0.425521,0.924908,0.500613,0.374847,0.5018942655010366,green,0.07509199999999999,0.425521,24,2,810.0,48.0,2.298427,0.47661352,2.7701979
7104,D06,1,2,26,CellProcess_2_D06_01_id26.tiff,832,881,0.33652,0.940614,0.395905,0.401024,0.3969192221672716,green,0.059386,0.33652,24,33,830.0,882.0,-1.1477975,-1.2504681,2.64755
7105,D06,1,2,27,CellProcess_2_D06_01_id27.tiff,163,847,0.308033,0.945641,0.362392,0.409402,0.3633193493107316,green,0.054359000000000005,0.308033,24,31,157.0,843.0,2.0739295,0.22934656,1.2332604
7106,D06,1,2,28,CellProcess_2_D06_01_id28.tiff,537,433,0.939028,0.34551,0.406483,0.101621,0.4075226681057068,red,0.65449,0.939028,24,16,536.0,432.0,-2.3568451,3.359678,-1.3739548
7084,D06,1,2,3,CellProcess_2_D06_01_id3.tiff,636,163,0.716915,0.8734860000000001,0.8434290000000001,0.289143,0.8455880754903017,green,0.12651400000000002,0.716915,24,7,636.0,169.0,-0.2150665,0.027868003,1.0303695
7107,D06,1,2,30,CellProcess_2_D06_01_id30.tiff,348,226,0.5135270000000001,0.909378,0.60415,0.348963,0.6056956413761753,green,0.090622,0.5135270000000001,24,10,342.0,227.0,2.3885515,1.1816205,1.5541002
7108,D06,1,2,32,CellProcess_2_D06_01_id32.tiff,42,652,0.5099520000000001,0.910008,0.5999439999999999,0.350014,0.6014791722306068,green,0.089992,0.5099520000000001,24,23,44.0,652.0,1.0911531,0.3276276,0.8455409
7109,D06,1,2,33,CellProcess_2_D06_01_id33.tiff,128,158,0.887941,0.6350020000000001,0.747061,0.186765,0.7489732344204363,red,0.364998,0.887941,24,6,130.0,161.0,-1.6183642,0.7768779,0.44687375
7110,D06,1,2,34,CellProcess_2_D06_01_id34.tiff,38,211,0.980595,0.109964,0.129369,0.032342,0.12970044801037392,red,0.890036,0.980595,24,9,38.0,210.0,-4.198188,-2.2187579,0.6296596
7111,D06,1,2,35,CellProcess_2_D06_01_id35.tiff,842,543,0.896739,0.5851430000000001,0.688404,0.172101,0.6901655844745588,red,0.414857,0.896739,24,19,845.0,542.0,-1.0290316,2.4767916,1.7476315
7112,D06,1,2,37,CellProcess_2_D06_01_id37.tiff,533,301,0.365576,0.935487,0.4300890000000001,0.392478,0.4311901370218782,green,0.064513,0.365576,24,12,520.0,288.0,1.7798191,-0.035206392,0.9620027
7113,D06,1,2,38,CellProcess_2_D06_01_id38.tiff,473,636,0.89112,0.616987,0.725867,0.181467,0.7277248944469725,red,0.383013,0.89112,24,22,469.0,633.0,-1.5146785,1.5102724,-0.082706414
7114,D06,1,2,39,CellProcess_2_D06_01_id39.tiff,326,893,0.36201,0.936116,0.425894,0.393527,0.42698416447199,green,0.063884,0.36201,24,34,329.0,892.0,1.0182172,-0.69264054,1.4668806
7085,D06,1,2,4,CellProcess_2_D06_01_id4.tiff,261,453,0.985663,0.081242,0.095579,0.023895,0.09582349193374666,red,0.918758,0.985663,24,17,260.0,454.0,-3.4491227,-2.8312366,0.6846679
7115,D06,1,2,40,CellProcess_2_D06_01_id40.tiff,594,115,0.97056,0.166825,0.196265,0.049066000000000005,0.1967671022689582,red,0.833175,0.97056,24,4,595.0,116.0,-3.6506453,-1.121884,0.6310679
7087,D06,1,2,6,CellProcess_2_D06_01_id6.tiff,898,353,0.920271,0.451799,0.531528,0.132882,0.5328886275506302,red,0.548201,0.920271,24,15,895.0,350.0,-1.4352952,3.2489226,-1.4492662
7088,D06,1,2,8,CellProcess_2_D06_01_id8.tiff,463,840,0.8666889999999999,0.755429,0.88874,0.222185,0.891014718717131,red,0.244571,0.8666889999999999,24,30,463.0,840.0,-1.1613683,2.276288,1.0648706
7089,D06,1,2,9,CellProcess_2_D06_01_id9.tiff,238,33,0.923884,0.431327,0.507443,0.126861,0.5087422178005541,red,0.568673,0.923884,24,1,240.0,33.0,-2.166807,1.2005938,0.28927863
7123,D06,2,2,10,CellProcess_2_D06_02_id10.tiff,869,337,0.7690319999999999,0.864288,0.904743,0.273814,0.9070593039506928,green,0.135712,0.7690319999999999,48,12,874.0,337.0,-0.024035193,1.9888828,1.140599
7124,D06,2,2,11,CellProcess_2_D06_02_id11.tiff,153,158,0.996373,0.020556,0.024183,0.006046,0.02424531998922577,red,0.979444,0.996373,48,3,152.0,157.0,-2.9130602,-4.2941704,0.05089327
7125,D06,2,2,13,CellProcess_2_D06_02_id13.tiff,541,834,0.432462,0.923683,0.508779,0.372805,0.5100810720739057,green,0.076317,0.432462,48,31,541.0,838.0,1.0525746,0.25675642,2.5803638
7126,D06,2,2,14,CellProcess_2_D06_02_id14.tiff,574,415,0.8558319999999999,0.8169529999999999,0.961121,0.24028,0.9635811182656367,red,0.183047,0.8558319999999999,48,17,574.0,423.0,-1.3014044,0.19961949,1.4980899
7127,D06,2,2,15,CellProcess_2_D06_02_id15.tiff,272,406,0.945394,0.309434,0.36404,0.09101,0.3649717557460948,red,0.690566,0.945394,48,16,272.0,405.0,-3.1631358,1.0704755,-0.27576455
7128,D06,2,2,16,CellProcess_2_D06_02_id16.tiff,193,397,0.49118,0.913321,0.577859,0.355535,0.5793378814545741,green,0.08667899999999999,0.49118,48,15,184.0,389.0,3.0293963,0.6012026,0.9749312
7129,D06,2,2,17,CellProcess_2_D06_02_id17.tiff,528,620,0.813446,0.8564510000000001,0.956995,0.260751,0.9594446520214154,green,0.143549,0.813446,48,25,527.0,618.0,0.09422665,3.049976,0.7059677
7130,D06,2,2,18,CellProcess_2_D06_02_id18.tiff,909,161,0.917665,0.466562,0.5488970000000001,0.137224,0.5503014709838718,red,0.533438,0.917665,48,4,911.0,160.0,-1.5168523,2.0004027,-0.105191536
7116,D06,2,2,2,CellProcess_2_D06_02_id2.tiff,396,693,0.017622,0.99689,0.020731,0.494817,0.020784874891402103,green,0.0031100000000000004,0.017622,48,27,390.0,698.0,0.90360534,-2.4770558,4.2607613
